transaction_id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,date_only
21640431,2018-08-08 14:56:00,63,4067,1.11,Online Transaction,39021,ONLINE,,,4784,,2018-08-08
17748279,2016-05-04 09:33:00,311,4869,11.37,Chip Transaction,3374,Saint George,UT,84770,5912,,2016-05-04
19977800,2017-08-21 09:09:00,1779,1214,9.36,Chip Transaction,83229,Warrenton,GA,30828,5411,,2017-08-21
20062162,2017-09-07 22:17:00,820,127,32.61,Chip Transaction,50783,Harwich,MA,2645,5411,,2017-09-07
19257547,2017-03-22 06:20:00,678,1300,1.49,Chip Transaction,78454,Buffalo,NY,14215,5812,,2017-03-22
20764347,2018-02-03 16:22:00,441,5223,7.48,Chip Transaction,83480,Winston,GA,30187,9402,,2018-02-03
19381211,2017-04-17 09:41:00,1344,1027,4.93,Chip Transaction,79927,Utica,MI,48315,5912,,2017-04-17
21510205,2018-07-12 07:19:00,655,2133,2.24,Chip Transaction,75936,Lorain,OH,44052,5814,,2018-07-12
19630023,2017-06-08 16:46:00,1219,2309,56.49,Chip Transaction,20916,Sykesville,MD,21784,5651,,2017-06-08
17753084,2016-05-05 09:36:00,254,1247,60.0,Chip Transaction,27092,Longmont,CO,80503,4829,,2016-05-05
20449297,2017-11-29 06:41:00,1412,3067,1.75,Chip Transaction,14528,Bowling Green,KY,42103,5499,,2017-11-29
21500755,2018-07-10 07:14:00,605,5061,3.04,Chip Transaction,74005,Brooklyn,NY,11210,5812,,2018-07-10
20514745,2017-12-12 22:04:00,1757,4719,11.58,Chip Transaction,82981,Daleville,IN,47334,5912,,2017-12-12
18006261,2016-06-28 09:14:00,1671,5785,8.52,Chip Transaction,62517,Tampa,FL,33613,5411,,2016-06-28
17950106,2016-06-16 08:42:00,177,1152,2.5,Chip Transaction,14819,Memphis,TN,38104,5300,,2016-06-16
17463421,2016-03-04 06:47:00,1979,4396,86.0,Chip Transaction,59935,Atlanta,GA,30326,5499,,2016-03-04
20743742,2018-01-30 11:57:00,242,1229,57.0,Chip Transaction,28395,Great Barrington,MA,1230,5541,,2018-01-30
21877483,2018-09-27 17:56:00,631,2818,-50.0,Swipe Transaction,61195,Birmingham,AL,35235,5541,,2018-09-27
18855791,2016-12-26 12:06:00,164,3210,14.69,Chip Transaction,75781,Findlay,OH,45840,5411,,2016-12-26
19817871,2017-07-18 10:22:00,659,5658,212.73,Chip Transaction,59833,Mitchell,IN,47446,8021,,2017-07-18
17793120,2016-05-13 21:27:00,323,2135,38.29,Swipe Transaction,69965,Las Vegas,NV,89109,7995,,2016-05-13
21275310,2018-05-23 11:29:00,1022,5148,10.44,Chip Transaction,61195,Monroe,NC,28112,5541,,2018-05-23
17363206,2016-02-10 16:24:00,526,5917,6.85,Online Transaction,88459,ONLINE,,,5311,,2016-02-10
21207434,2018-05-08 21:28:00,328,1263,64.61,Chip Transaction,75936,Saint Paul,MN,55106,5814,,2018-05-08
19673747,2017-06-17 21:57:00,1668,4185,55.39,Chip Transaction,78454,Durham,NH,3824,5812,,2017-06-17
21686745,2018-08-18 11:00:00,460,5470,115.07,Chip Transaction,44858,Hartsdale,NY,10530,7230,,2018-08-18
22035868,2018-10-31 12:11:00,1788,289,2.28,Chip Transaction,44036,Raceland,LA,70394,5411,,2018-10-31
17668353,2016-04-17 08:44:00,1769,43,7.02,Chip Transaction,72651,Manahawkin,NJ,8050,5411,,2016-04-17
18649075,2016-11-12 13:13:00,121,5952,20.03,Chip Transaction,11901,Menasha,WI,54952,5300,,2016-11-12
17784378,2016-05-12 02:09:00,1345,5633,25.63,Swipe Transaction,1238,Fayetteville,AR,72703,7393,,2016-05-12
19900442,2017-08-04 15:40:00,27,2417,16.47,Swipe Transaction,61195,Indianapolis,IN,46214,5541,,2017-08-04
19811192,2017-07-16 20:20:00,328,3150,140.0,Swipe Transaction,27092,Charlotte,NC,28215,4829,,2017-07-16
18957644,2017-01-17 09:09:00,416,2399,2.34,Chip Transaction,61195,Nashville,TN,37211,5541,,2017-01-17
17916941,2016-06-09 08:38:00,277,2350,1.95,Chip Transaction,45926,Grenada,MS,38901,5814,,2016-06-09
21476906,2018-07-05 06:59:00,1091,3334,6.9,Chip Transaction,69972,Baltimore,MD,21224,5814,,2018-07-05
17932215,2016-06-12 13:29:00,348,3073,-65.0,Chip Transaction,61195,Puerto Vallarta,Mexico,,5541,,2016-06-12
19457331,2017-05-03 09:47:00,1772,5657,9.14,Swipe Transaction,26810,Rancho Cucamonga,CA,91730,5541,,2017-05-03
19716014,2017-06-26 22:03:00,1996,4212,37.94,Chip Transaction,88646,Alvin,TX,77511,5812,,2017-06-26
20346096,2017-11-07 09:52:00,1888,1016,52.0,Chip Transaction,59935,Farmington,MN,55024,5499,Insufficient Balance,2017-11-07
17785359,2016-05-12 08:29:00,11,189,84.92,Chip Transaction,92748,Reisterstown,MD,21136,4900,,2016-05-12
21261881,2018-05-20 11:45:00,696,3870,369.54,Online Transaction,73186,ONLINE,,,4814,,2018-05-20
20826384,2018-02-17 03:28:00,1305,1260,59.96,Chip Transaction,81477,Millington,TN,38053,5311,,2018-02-17
20886544,2018-03-01 18:33:00,1587,3034,153.6,Swipe Transaction,1296,Scituate,MA,2066,5300,,2018-03-01
21845906,2018-09-21 06:37:00,557,5570,25.17,Chip Transaction,69030,Inglewood,CA,90302,7538,,2018-09-21
18725193,2016-11-28 14:06:00,425,3931,159.2,Chip Transaction,22204,Carmel,CA,93923,5541,,2016-11-28
20160680,2017-09-28 19:37:00,1849,5904,16.52,Online Transaction,81759,ONLINE,,,7349,Bad CVV,2017-09-28
18088753,2016-07-15 18:42:00,456,2800,23.45,Swipe Transaction,46474,Cape Coral,FL,33909,7538,,2016-07-15
19659850,2017-06-15 06:54:00,647,5294,68.0,Chip Transaction,43293,Dinuba,CA,93618,5499,,2017-06-15
20977634,2018-03-21 09:20:00,584,4040,3.01,Chip Transaction,75781,North Highlands,CA,95660,5411,,2018-03-21
18187772,2016-08-05 22:01:00,1874,2106,17.87,Swipe Transaction,19964,Miami,FL,33175,5311,,2016-08-05
20505592,2017-12-11 01:10:00,1642,5206,3.66,Chip Transaction,81745,Lavallette,NJ,8735,5411,,2017-12-11
21361266,2018-06-10 13:29:00,425,3931,115.27,Chip Transaction,59935,Carmel Valley,CA,93924,5499,,2018-06-10
19376343,2017-04-16 07:44:00,252,4577,2.2,Chip Transaction,20519,New York,NY,10011,5942,,2017-04-16
18166662,2016-08-01 11:30:00,1902,3056,66.27,Chip Transaction,13646,Bellaire,OH,43906,7538,,2016-08-01
17621132,2016-04-06 23:16:00,1662,4541,4.46,Chip Transaction,20519,Belleville,IL,62221,5942,,2016-04-06
21835631,2018-09-18 22:15:00,1286,5798,44.08,Chip Transaction,13646,Orchard Park,NY,14127,7538,,2018-09-18
20296295,2017-10-27 14:53:00,1817,2530,16.44,Chip Transaction,50783,Pearland,TX,77584,5411,,2017-10-27
17718085,2016-04-27 16:58:00,1369,5792,43.01,Online Transaction,65108,ONLINE,,,4899,,2016-04-27
21140242,2018-04-24 15:00:00,852,4187,42.73,Chip Transaction,99370,Keystone Heights,FL,32656,5311,,2018-04-24
17298177,2016-01-27 18:01:00,1818,2259,200.0,Chip Transaction,27092,Virginia Beach,VA,23452,4829,,2016-01-27
21609408,2018-08-02 05:21:00,1541,2307,3.92,Chip Transaction,74338,Clinton,TN,37716,5411,,2018-08-02
21752833,2018-09-01 09:41:00,59,5195,35.63,Chip Transaction,28395,Silver City,NM,88062,5541,,2018-09-01
17266205,2016-01-20 22:22:00,1797,300,45.92,Online Transaction,15143,ONLINE,,,4784,,2016-01-20
18498147,2016-10-11 09:15:00,530,3145,2.7,Swipe Transaction,98648,Bloomington,CA,92316,5814,,2016-10-11
19215270,2017-03-12 21:05:00,667,5891,25.51,Chip Transaction,30055,Greenville,NC,27834,7832,,2017-03-12
21646759,2018-08-09 22:29:00,94,2890,9.12,Chip Transaction,20719,Liberty Hill,TX,78642,5812,,2018-08-09
20514996,2017-12-13 01:37:00,1404,4555,98.39,Chip Transaction,43642,Knoxville,TN,37909,4900,,2017-12-13
20813224,2018-02-14 09:22:00,432,2646,30.77,Chip Transaction,13646,Newland,NC,28657,7538,,2018-02-14
20028696,2017-08-31 20:48:00,1361,4950,4.15,Chip Transaction,20561,Highland Park,MI,48203,5912,,2017-08-31
17410936,2016-02-21 01:07:00,566,3439,10.77,Chip Transaction,82109,Holly,MI,48442,4121,,2016-02-21
22141303,2018-11-22 18:35:00,1595,2472,56.18,Chip Transaction,17493,Bronx,NY,10463,5812,,2018-11-22
18328846,2016-09-05 06:14:00,1437,5818,1.58,Chip Transaction,86438,Belfair,WA,98528,5499,,2016-09-05
21121710,2018-04-20 14:41:00,1954,4879,160.0,Swipe Transaction,27092,San Jose,CA,95111,4829,,2018-04-20
17776711,2016-05-10 11:06:00,1517,72,39.0,Chip Transaction,55060,Orlando,FL,32827,5812,,2016-05-10
17975004,2016-06-21 13:33:00,972,4166,-85.0,Swipe Transaction,43293,El Paso,TX,79912,5499,,2016-06-21
18143326,2016-07-27 11:13:00,1370,4957,14.25,Swipe Transaction,66065,Elk Grove,CA,95624,5812,,2016-07-27
19719923,2017-06-27 16:02:00,565,1314,3.08,Swipe Transaction,3531,Carrollton,TX,75006,5411,,2017-06-27
17574996,2016-03-28 08:03:00,1115,1014,60.51,Chip Transaction,26909,Mineola,TX,75773,5211,,2016-03-28
18491754,2016-10-09 21:13:00,1245,4498,22.24,Swipe Transaction,13523,Midlothian,VA,23112,5310,,2016-10-09
21528705,2018-07-15 22:24:00,723,6071,4.86,Swipe Transaction,65670,Houston,TX,77015,5300,,2018-07-15
21675723,2018-08-16 06:54:00,847,5107,11.97,Chip Transaction,54309,Fort Gibson,OK,74434,5411,Bad PIN,2018-08-16
19384208,2017-04-17 21:43:00,891,2141,107.11,Chip Transaction,63299,Van Buren,AR,72956,4900,,2017-04-17
19499936,2017-05-12 09:42:00,1888,1016,85.43,Chip Transaction,59935,Farmington,MN,55024,5499,Insufficient Balance,2017-05-12
20487397,2017-12-07 07:20:00,790,5123,25.59,Swipe Transaction,2414,Lakeside,CA,92040,7538,,2017-12-07
20089966,2017-09-13 20:57:00,1435,4840,14.8,Chip Transaction,77948,Alpharetta,GA,30004,4121,,2017-09-13
21341325,2018-06-06 11:47:00,1214,5508,156.66,Online Transaction,73186,ONLINE,,,4814,,2018-06-06
17557350,2016-03-24 10:30:00,619,4519,12.07,Swipe Transaction,83161,Rochester,MN,55901,5812,,2016-03-24
19480161,2017-05-08 07:12:00,576,3600,78.14,Chip Transaction,13523,Marietta,GA,30068,5310,,2017-05-08
20646015,2018-01-09 16:55:00,1210,3403,0.65,Swipe Transaction,14528,Milton,PA,17847,5499,,2018-01-09
17253226,2016-01-18 09:09:00,716,3965,72.06,Chip Transaction,37369,Joshua Tree,CA,92252,4111,,2016-01-18
18003750,2016-06-27 16:15:00,764,286,20.23,Chip Transaction,28331,Warner Robins,GA,31088,5310,,2016-06-27
18442904,2016-09-29 11:00:00,285,3442,25.13,Chip Transaction,13646,Watsonville,CA,95076,7538,,2016-09-29
21667512,2018-08-14 11:43:00,1379,4796,15.59,Chip Transaction,2177,Dallas,TX,75204,5411,,2018-08-14
17696119,2016-04-23 07:07:00,265,2305,9.17,Swipe Transaction,20561,Corpus Christi,TX,78418,5912,,2016-04-23
21750609,2018-08-31 18:46:00,984,1208,19.75,Chip Transaction,55244,Kissimmee,FL,34746,5411,,2018-08-31
19949804,2017-08-15 09:45:00,946,97,42.71,Chip Transaction,61195,Latrobe,PA,15650,5541,,2017-08-15
19372024,2017-04-15 09:09:00,1170,4592,3.19,Chip Transaction,83229,Mount Pleasant,NC,28124,5411,,2017-04-15
18841281,2016-12-23 10:54:00,592,3659,80.0,Chip Transaction,27092,Hendersonville,NC,28792,4829,,2016-12-23
19958626,2017-08-17 07:25:00,1629,4290,4.69,Chip Transaction,20519,Fort Lauderdale,FL,33316,5942,,2017-08-17
18738588,2016-12-01 11:18:00,134,6080,27.17,Swipe Transaction,2177,El Paso,TX,79912,5411,,2016-12-01
21191817,2018-05-05 12:53:00,858,2633,76.17,Chip Transaction,22204,Hutto,TX,78634,5541,Insufficient Balance,2018-05-05
20541748,2017-12-18 16:00:00,1030,2936,12.66,Chip Transaction,75781,Vancouver,WA,98685,5411,,2017-12-18
17205483,2016-01-07 22:28:00,1229,272,44.22,Chip Transaction,35451,Raeford,NC,28376,5812,,2016-01-07
22252907,2018-12-16 11:19:00,1615,1147,14.52,Chip Transaction,85268,Dearborn,MI,48124,5411,,2018-12-16
22233980,2018-12-12 12:24:00,575,4271,23.1,Chip Transaction,62907,Levittown,PA,19054,5310,,2018-12-12
22190655,2018-12-03 08:09:00,94,2890,23.18,Online Transaction,39021,ONLINE,,,4784,,2018-12-03
21192240,2018-05-05 14:04:00,1084,3064,52.91,Chip Transaction,59935,Tacoma,WA,98404,5499,,2018-05-05
18728742,2016-11-29 10:15:00,721,3361,1.44,Swipe Transaction,86438,Miami,FL,33176,5499,,2016-11-29
21526020,2018-07-15 11:16:00,987,2748,8.66,Chip Transaction,29209,Gaithersburg,MD,20879,5411,,2018-07-15
21439101,2018-06-27 07:33:00,1975,5957,7.18,Swipe Transaction,54004,Waterbury,CT,6705,5921,,2018-06-27
21887283,2018-09-29 18:54:00,1437,5818,1.23,Chip Transaction,86438,Belfair,WA,98528,5499,,2018-09-29
18662389,2016-11-15 09:46:00,460,3805,102.23,Chip Transaction,22204,Katonah,NY,10536,5541,,2016-11-15
22019525,2018-10-27 20:36:00,616,3611,110.49,Online Transaction,90999,ONLINE,,,4722,Insufficient Balance,2018-10-27
19276341,2017-03-25 22:30:00,368,3822,0.14,Chip Transaction,75936,Orlando,FL,32825,5814,,2017-03-25
19754113,2017-07-04 20:27:00,683,1054,30.43,Chip Transaction,29823,Bellefonte,PA,16823,7832,,2017-07-04
18601998,2016-11-02 11:10:00,1904,2498,86.58,Swipe Transaction,30178,Wagoner,OK,74477,6300,,2016-11-02
18910803,2017-01-07 07:26:00,1727,5982,15.68,Online Transaction,16798,ONLINE,,,4121,,2017-01-07
21157406,2018-04-28 08:13:00,13,4270,5.95,Chip Transaction,98374,Harned,KY,40144,5411,,2018-04-28
18203491,2016-08-09 09:56:00,1493,3489,36.18,Chip Transaction,22204,Sausalito,CA,94965,5541,,2016-08-09
20858971,2018-02-23 22:26:00,1168,3239,-55.0,Chip Transaction,43293,Berkeley Heights,NJ,7922,5499,,2018-02-23
21854247,2018-09-22 18:04:00,165,5146,101.02,Chip Transaction,40464,Oakland,CA,94611,5812,,2018-09-22
18208828,2016-08-10 11:51:00,744,4158,7.05,Swipe Transaction,50783,Miami,FL,33196,5411,,2016-08-10
18791402,2016-12-12 15:59:00,1687,2509,75.1,Swipe Transaction,43293,Albuquerque,NM,87120,5499,,2016-12-12
18267166,2016-08-22 20:42:00,1209,4573,106.08,Swipe Transaction,86410,New City,NY,10956,5211,,2016-08-22
18134622,2016-07-25 14:28:00,1985,4085,25.91,Chip Transaction,60569,Alpharetta,GA,30022,5300,,2016-07-25
18135065,2016-07-25 15:51:00,327,3062,34.35,Online Transaction,39021,ONLINE,,,4784,,2016-07-25
19133178,2017-02-23 11:53:00,1662,4541,5.6,Online Transaction,47399,ONLINE,,,5815,,2017-02-23
19082294,2017-02-12 14:53:00,564,5887,-91.0,Chip Transaction,43293,Auburn,ME,4210,5499,,2017-02-12
18680936,2016-11-19 09:23:00,462,3957,65.05,Chip Transaction,92968,Watchung,NJ,7069,5941,,2016-11-19
21372636,2018-06-13 07:01:00,1115,374,80.28,Chip Transaction,81833,Tyler,TX,75707,5912,,2018-06-13
17871204,2016-05-30 14:01:00,235,1333,8.54,Chip Transaction,83480,New York,NY,10025,9402,,2016-05-30
18115525,2016-07-21 11:57:00,1169,5174,31.5,Chip Transaction,89707,Round Rock,TX,78665,4121,,2016-07-21
21529378,2018-07-16 07:15:00,303,6010,72.91,Chip Transaction,20561,Windsor,CO,80550,5912,,2018-07-16
18043615,2016-07-06 08:42:00,716,3965,60.0,Chip Transaction,26810,Banning,CA,92220,5541,,2016-07-06
20173579,2017-10-01 14:49:00,1815,4582,53.15,Chip Transaction,63298,Providence,RI,2903,7538,,2017-10-01
22144876,2018-11-23 13:44:00,820,127,50.95,Chip Transaction,50783,Harwich,MA,2645,5411,,2018-11-23
20908184,2018-03-06 13:04:00,742,3900,24.62,Chip Transaction,34259,Sayreville,NJ,8872,5211,,2018-03-06
20100843,2017-09-16 08:00:00,37,265,30.78,Chip Transaction,59935,Kirkville,NY,13082,5499,,2017-09-16
20805302,2018-02-12 13:11:00,176,2943,70.44,Chip Transaction,61254,Atlanta,GA,30317,5300,,2018-02-12
19956166,2017-08-16 14:27:00,373,2817,88.0,Chip Transaction,22204,Huntington,IN,46750,5541,,2017-08-16
20123725,2017-09-21 05:41:00,89,2640,6.06,Chip Transaction,47222,Mesilla Park,NM,88047,5411,,2017-09-21
19091806,2017-02-14 15:34:00,28,2678,29.21,Online Transaction,39021,ONLINE,,,4784,,2017-02-14
19060105,2017-02-08 02:41:00,1945,3614,8.91,Chip Transaction,71571,Little Rock,AR,72204,5921,,2017-02-08
20977819,2018-03-21 09:56:00,1772,2283,9.85,Chip Transaction,55060,Rancho Cucamonga,CA,91730,5812,,2018-03-21
20739220,2018-01-29 11:24:00,732,1115,43.01,Swipe Transaction,8021,Wichita,KS,67216,5651,,2018-01-29
21434416,2018-06-26 07:30:00,1659,5056,29.67,Online Transaction,18563,ONLINE,,,4121,,2018-06-26
20210347,2017-10-09 12:43:00,1727,5982,82.0,Swipe Transaction,61195,Columbia,SC,29229,5541,,2017-10-09
19845165,2017-07-24 06:46:00,1361,4950,431.73,Chip Transaction,61529,Detroit,MI,48202,8111,,2017-07-24
20663586,2018-01-13 11:24:00,17,4787,10.62,Chip Transaction,78454,Hickory,NC,28602,5812,,2018-01-13
17598029,2016-04-02 06:09:00,402,2536,1.18,Chip Transaction,46284,Las Vegas,NV,89139,5411,,2016-04-02
18441998,2016-09-29 08:25:00,1993,5152,105.73,Chip Transaction,96003,Sunnyvale,CA,94087,5411,,2016-09-29
21284715,2018-05-25 11:01:00,871,2081,13.51,Chip Transaction,39234,Detroit,MI,48235,5411,,2018-05-25
22099430,2018-11-13 22:47:00,984,4088,1.39,Chip Transaction,86438,Kissimmee,FL,34746,5499,,2018-11-13
20541676,2017-12-18 15:46:00,1604,2207,46.68,Chip Transaction,61195,Batesville,MS,38606,5541,,2017-12-18
19877401,2017-07-30 20:18:00,669,1151,29.87,Chip Transaction,90041,Plattsburgh,NY,12901,5812,,2017-07-30
18965900,2017-01-18 22:12:00,37,265,165.39,Chip Transaction,91050,Hannibal,NY,13074,4900,,2017-01-18
18948347,2017-01-15 07:21:00,552,3275,92.0,Chip Transaction,43293,Gainesville,FL,32608,5499,,2017-01-15
19163236,2017-03-01 19:05:00,1286,5798,38.47,Online Transaction,18563,ONLINE,,,4121,,2017-03-01
21225722,2018-05-12 15:38:00,872,5064,100.0,Chip Transaction,27092,Maywood,IL,60153,4829,,2018-05-12
19653915,2017-06-13 19:41:00,461,1209,26.93,Chip Transaction,60569,Canton,MI,48188,5300,,2017-06-13
21063909,2018-04-08 11:07:00,641,4456,80.0,Chip Transaction,27092,Upper Sandusky,OH,43351,4829,Insufficient Balance,2018-04-08
22059502,2018-11-05 11:32:00,1654,2915,128.51,Chip Transaction,12988,Newport,RI,2840,7922,,2018-11-05
21899024,2018-10-02 12:07:00,1654,1368,74.0,Chip Transaction,61195,Newport,RI,2840,5541,,2018-10-02
20159338,2017-09-28 14:02:00,1581,3247,60.88,Swipe Transaction,37867,Arnold,MO,63010,7538,,2017-09-28
21740693,2018-08-29 17:24:00,171,1239,79.43,Chip Transaction,59935,Greenville,SC,29607,5499,,2018-08-29
17968600,2016-06-20 08:24:00,667,5891,3.14,Swipe Transaction,62772,Durham,NC,27713,5411,,2016-06-20
20070829,2017-09-09 16:18:00,162,5938,397.0,Chip Transaction,71883,Denver,CO,80219,3405,,2017-09-09
17520377,2016-03-16 10:29:00,1432,4929,32.87,Chip Transaction,97512,Lake Hopatcong,NJ,7849,5912,,2016-03-16
21275903,2018-05-23 13:15:00,1075,4761,0.39,Chip Transaction,86438,Louisville,KY,40299,5499,,2018-05-23
22033762,2018-10-31 05:12:00,346,4115,47.12,Online Transaction,56276,ONLINE,,,4899,,2018-10-31
18989954,2017-01-24 06:59:00,487,2024,43.1,Online Transaction,39021,ONLINE,,,4784,,2017-01-24
21871970,2018-09-26 15:47:00,846,3886,11.24,Chip Transaction,55528,Omaha,NE,68136,5411,,2018-09-26
22292864,2018-12-24 22:26:00,1956,2451,11.09,Online Transaction,9932,ONLINE,,,5311,,2018-12-24
20349038,2017-11-07 21:03:00,1356,5480,0.54,Chip Transaction,47278,Glendale,CA,91204,5977,,2017-11-07
21849324,2018-09-21 17:13:00,154,5393,6.18,Chip Transaction,43293,Fayetteville,NC,28312,5499,,2018-09-21
20128307,2017-09-21 23:11:00,1983,3399,249.03,Swipe Transaction,51300,Cancun,Mexico,,3359,,2017-09-21
18330908,2016-09-05 12:32:00,206,3053,9.4,Chip Transaction,13523,Grand Rapids,MI,49534,5310,,2016-09-05
21466653,2018-07-02 20:54:00,487,2024,75.81,Chip Transaction,72160,Albany,NY,12203,5411,,2018-07-02
21603133,2018-07-31 16:35:00,1003,3130,197.17,Chip Transaction,14455,Northern Cambria,PA,15714,4900,,2018-07-31
17729555,2016-04-30 11:04:00,1176,2712,175.78,Online Transaction,56276,ONLINE,,,4899,,2016-04-30
20356150,2017-11-09 11:07:00,871,2910,10.79,Chip Transaction,39234,Detroit,MI,48235,5411,,2017-11-09
21574713,2018-07-25 15:54:00,1466,4634,44.02,Swipe Transaction,61195,Washington,DC,20001,5541,,2018-07-25
18058410,2016-07-09 12:18:00,1809,2114,18.03,Chip Transaction,59062,Broad Run,VA,20137,4121,,2016-07-09
19245045,2017-03-19 09:43:00,100,5000,22.58,Chip Transaction,54773,High Point,NC,27265,5311,,2017-03-19
17211471,2016-01-09 11:34:00,1125,4881,765.39,Chip Transaction,41153,Round Rock,TX,78681,8111,,2016-01-09
22232134,2018-12-12 06:49:00,1242,4162,5.19,Chip Transaction,28032,Chicago,IL,60620,5921,,2018-12-12
18150249,2016-07-28 17:56:00,1558,4747,56.45,Online Transaction,39021,ONLINE,,,4784,,2016-07-28
21016284,2018-03-29 11:29:00,650,3494,30.02,Chip Transaction,60387,Fort Worth,TX,76106,7349,,2018-03-29
17776904,2016-05-10 11:41:00,1558,3750,60.7,Online Transaction,39021,ONLINE,,,4784,,2016-05-10
18772193,2016-12-08 13:42:00,1989,2984,0.55,Swipe Transaction,25887,Upper Marlboro,MD,20774,5814,,2016-12-08
18609907,2016-11-04 02:13:00,1189,2067,46.93,Swipe Transaction,48919,Albany,NY,12211,5311,,2016-11-04
22139704,2018-11-22 12:58:00,908,4230,3.06,Chip Transaction,25887,New York,NY,10029,5814,,2018-11-22
21701758,2018-08-21 15:02:00,1904,2498,16.09,Swipe Transaction,15569,Wagoner,OK,74477,7542,,2018-08-21
18120753,2016-07-22 14:37:00,114,3070,57.0,Chip Transaction,59935,North Hollywood,CA,91606,5499,,2016-07-22
17990257,2016-06-24 19:27:00,1467,3556,26.13,Chip Transaction,32606,Ann Arbor,MI,48103,7832,,2016-06-24
18488067,2016-10-09 07:34:00,616,3611,3.38,Chip Transaction,19421,Pennington,AL,36916,5912,,2016-10-09
18361359,2016-09-12 06:16:00,511,1038,1.59,Chip Transaction,29838,Tucson,AZ,85711,5411,,2016-09-12
17890268,2016-06-03 14:36:00,669,1151,3.09,Chip Transaction,37357,Plattsburgh,NY,12901,5912,,2016-06-03
21797462,2018-09-10 16:58:00,1915,4116,13.01,Chip Transaction,83480,Monroe,NY,10950,9402,,2018-09-10
21461119,2018-07-01 15:30:00,1666,178,7.05,Chip Transaction,22204,Rincon,GA,31326,5541,,2018-07-01
22236467,2018-12-13 02:02:00,609,2892,11.0,Chip Transaction,93214,Garland,TX,75040,5411,,2018-12-13
17439969,2016-02-27 07:25:00,1189,164,80.0,Swipe Transaction,27092,Albany,NY,12209,4829,Insufficient Balance,2016-02-27
18819477,2016-12-18 15:56:00,649,3737,1.59,Chip Transaction,14528,New Windsor,NY,12553,5499,,2016-12-18
19511455,2017-05-14 17:06:00,218,167,40.54,Chip Transaction,75936,Union City,NJ,7087,5814,,2017-05-14
18569976,2016-10-26 13:08:00,1944,5295,8.45,Swipe Transaction,88646,Beijing,China,,5812,,2016-10-26
19721616,2017-06-28 06:31:00,1020,2728,16.0,Chip Transaction,2177,Schaumburg,IL,60194,5411,,2017-06-28
19719482,2017-06-27 14:39:00,1269,4147,13.25,Chip Transaction,50783,Chicago,IL,60616,5411,,2017-06-27
19517893,2017-05-16 08:14:00,1561,3386,140.0,Chip Transaction,27092,Lancaster,SC,29720,4829,,2017-05-16
18583992,2016-10-29 14:54:00,490,176,34.22,Swipe Transaction,68177,San Antonio,TX,78230,5813,,2016-10-29
18805517,2016-12-15 14:25:00,1417,2975,60.85,Swipe Transaction,84855,Highland,MI,48357,7230,,2016-12-15
19072165,2017-02-10 12:15:00,1127,3869,32.34,Online Transaction,50404,ONLINE,,,4784,,2017-02-10
21723409,2018-08-26 06:41:00,573,3268,32.31,Chip Transaction,43293,Perry,GA,31069,5499,,2018-08-26
17548754,2016-03-22 13:05:00,773,2570,5.33,Swipe Transaction,34490,Piedmont,AL,36272,5719,,2016-03-22
19923414,2017-08-09 14:56:00,1983,2653,25.54,Chip Transaction,58854,Laguna Beach,CA,92651,5411,,2017-08-09
17413401,2016-02-21 12:45:00,933,4997,45.56,Chip Transaction,76639,Tulsa,OK,74135,5732,,2016-02-21
21055287,2018-04-06 14:26:00,1895,2119,24.38,Chip Transaction,68436,Barnegat,NJ,8005,4121,,2018-04-06
21386629,2018-06-15 22:40:00,704,5703,19.76,Online Transaction,16798,ONLINE,,,4121,,2018-06-15
20690062,2018-01-19 06:10:00,1189,2067,57.0,Chip Transaction,43293,Albany,NY,12207,5499,,2018-01-19
22290165,2018-12-24 10:52:00,1535,3461,89.45,Chip Transaction,73279,Lucasville,OH,45648,8021,,2018-12-24
19203821,2017-03-10 12:14:00,1147,2042,26.39,Swipe Transaction,78454,North Brunswick,NJ,8902,5812,,2017-03-10
17838354,2016-05-23 13:27:00,906,2409,20.79,Chip Transaction,24504,Syracuse,UT,84075,4214,,2016-05-23
19617587,2017-06-06 08:33:00,1915,4116,120.0,Chip Transaction,27092,Astoria,NY,11102,4829,,2017-06-06
18994151,2017-01-24 22:14:00,402,2536,101.83,Chip Transaction,40475,Arlington Heights,IL,60005,7802,,2017-01-24
21629670,2018-08-06 10:11:00,1168,3239,142.71,Chip Transaction,68751,East Hanover,NJ,7936,5651,,2018-08-06
17693045,2016-04-22 11:38:00,1433,5841,85.17,Swipe Transaction,43293,Henderson,KY,42420,5499,,2016-04-22
19228202,2017-03-15 15:54:00,1428,5116,8.56,Online Transaction,16798,ONLINE,,,4121,,2017-03-15
17709591,2016-04-26 01:16:00,676,1250,172.01,Online Transaction,88459,ONLINE,,,5311,,2016-04-26
21371195,2018-06-12 18:20:00,1807,5712,162.58,Online Transaction,13154,ONLINE,,,4900,,2018-06-12
22011215,2018-10-26 08:13:00,1046,3259,-80.0,Swipe Transaction,59935,Philadelphia,PA,19146,5499,,2018-10-26
21619131,2018-08-04 05:35:00,1594,3565,2.54,Chip Transaction,20519,Fellsmere,FL,32948,5942,,2018-08-04
20452072,2017-11-29 14:53:00,496,4517,40.78,Chip Transaction,42921,Mesquite,TX,75149,7538,,2017-11-29
